title,genres,description,url,price,discount,original_price,launch_date,is_error,reviews,general_reviews,tags
New World: Aeternum,Acción-Aventura-Rol-Rol de aventuras,Disfrutad de un apasionante RPG de acción ambientado en la isla sobrenatural de Aetérnum. Forjad vuestro destino en una aventura repleta de peligros y oportunidades.,https://store.steampowered.com/app/1063730/New_World_Aeternum,"59,99€",,,,0,245.022 reseñas de usuarios,Variadas,Mundo abierto-Multijugador masivo-MMORPG-Rol-Aventura
Muse Dash,Arcade y ritmo-Casuales,Paradise of parkour & rhythm game ★★★ — Muse Dash!!,https://store.steampowered.com/app/774171/Muse_Dash,"1,04€",-70%,"3,49€",20 JUN 2019,0,104.634 reseñas de usuarios,Muy positivas,Música-Ritmo-Anime-Adorables-Contenido sexual
Muse Dash - Muse Plus,Arcade y ritmo-Casuales,The movement of our world has been adapted.Can you hear my whispering? Now Game Start!!——,https://store.steampowered.com/app/2593750/Muse_Dash__Muse_Plus,"23,09€",-30%,"32,99€",4 OCT 2023,0,520 reseñas de usuarios,Mayormente positivas,Casuales-Acción-Indie-Contenido sexual-Música
Section 13,Arcade y ritmo-Aventura-Matamarcianos-Roguelike,"Descifra un intrigante misterio de ciencia ficción en este juego de disparos tipo roguelite con doble joystick lleno de acción. Elige tu arsenal, hazte con mejoras temporales y permanentes, y adéntrate en las profundidades de la base subterránea por tu cuenta o en grupo de hasta 3 jugadores.",https://store.steampowered.com/app/2111870/Section_13,"9,59€",-25%,"12,79€",20 JUL 2023,0,516 reseñas de usuarios,Mayormente positivas,Oscuros-Muerte desde arriba-Roguelike de acción-Zombis-Disparos con doble stick
METAL GEAR & METAL GEAR 2: Solid Snake,Arcade y ritmo-Aventura-Matamarcianos-Plataforma y corredores,"El primer y segundo título de la saga METAL GEAR que fijó el género de sigilo y acción, así como la mecánica básica de la serie.",https://store.steampowered.com/app/2131680/METAL_GEAR__METAL_GEAR_2_Solid_Snake,"19,99€",,,24 OCT 2023,0,398 reseñas de usuarios,Muy positivas,Acción-Aventura-Acción y aventura-Exploración-Plataformas 2D
Crypt of the NecroDancer,Arcade y ritmo-Roguelike-Rol,"Crypt of the NecroDancer es un galardonado juego hardcore estilo roguelike rítmico.  ¡Muévete con la música y da palizas con el ritmo!

Baila con la epica música de Danny Baranowsky, ¡o elige canciones de tu propia colección MP3!",https://store.steampowered.com/app/247080/Crypt_of_the_NecroDancer,"2,95€",-80%,"14,79€",23 ABR 2015,0,22.174 reseñas de usuarios,Extremadamente positivas,Ritmo-Protagonista femenina-Difíciles-Roguelike-Gran banda sonora
"Guns, Gore and Cannoli 2",Arcade y ritmo-Aventura-Matamarcianos-Plataforma y corredores,"Guns, Gore & Cannoli 2 sigue con la apasionante y rica historia de gánsteres del primer juego e incluye toda la acción rápida que has llegado a amar.",https://store.steampowered.com/app/525510/Guns_Gore_and_Cannoli_2,"5,19€",-60%,"12,99€",2 MAR 2018,0,4030 reseñas de usuarios,Muy positivas,Acción-Desplazamiento lateral-Cooperativos-Sangriento-2D
Crysis 3 Remastered,Arcade y ritmo-Disparos en primera persona-Matamarcianos,"Vive la experiencia para un jugador del icónico shooter en primera persona, Crysis 3, optimizada para aprovechar los dispositivos actuales en Crysis 3 Remastered.",https://store.steampowered.com/app/2096610/Crysis_3_Remastered,"13,49€",-55%,"29,99€",17 NOV 2022,0,5124 reseñas de usuarios,Muy positivas,Acción-FPS-Disparos-Extraterrestres-Ciencia ficción
Crysis 2 Remastered,Arcade y ritmo-Disparos en primera persona-Matamarcianos,"Revive la legendaria campaña de un jugador del clásico shooter en primera persona, Crysis 2, optimizada para los dispositivos actuales en Crysis 2 Remastered.",https://store.steampowered.com/app/2096600/Crysis_2_Remastered,"11,99€",-60%,"29,99€",17 NOV 2022,0,5989 reseñas de usuarios,Muy positivas,Acción-FPS-Disparos-Sandbox-Primera persona
Risk of Rain 2: Survivors of the Void,Arcade y ritmo-Roguelike,"¡Entrégate al vacío que se extiende por Petrichor V en la primera expansión de Risk of Rain 2! Aquí te esperan fases, supervivientes y monstruos nuevos, además de objetos de una clase nunca vista que te ayudarán a mandar a los cangrejos de vuelta a su dimensión.",https://store.steampowered.com/app/1607890/Risk_of_Rain_2_Survivors_of_the_Void,"9,74€",-35%,"14,99€",1 MAR 2022,0,5036 reseñas de usuarios,Muy positivas,Acción-Indie-Cooperativos-Gran banda sonora-Multijugador
Tank Force: Juego de Disparos en Línea,Arcade y ritmo-Casuales,"Emocionantes batallas, una amplia gama de tanques y mapas realistas!",https://store.steampowered.com/app/604500/Tank_Force_Juego_de_Disparos_en_Linea,0€,,,23 OCT 2017,0,2742 reseñas de usuarios,Variadas,Free to Play-Acción-Tanques-Simulación-Multijugador masivo
Deliver At All Costs,Arcade y ritmo-Buena trama,"¡Deliver At All Costs es un emocionante juego de acción que combina destrucción, absurdez e intriga! ¡Acompaña a Winston Green mientras entrega cargamento muy poco convencional y siembra el caos a su paso!",https://store.steampowered.com/app/1880610/Deliver_At_All_Costs,"26,99€",-10%,"29,99€",22 MAY 2025,0,,,Acción-Destrucción-Buena trama-Ambientales-Sandbox
Metro Awakening,Arcade y ritmo-Buena trama-Disparos en primera persona-Matamarcianos,"Metro Awakening es una aventura basada en la historia creada para realidad virtual que combina exploración atmosférica, sigilo y combate en una experiencia inmersiva.

Ponte tu máscara de gas, enfréntate a la radiación y aventúrate en las profundidades del Metro, donde las amenazas acechan.",https://store.steampowered.com/app/2669410/Metro_Awakening,"32,99€",-34%,"49,99€",7 NOV 2024,0,2040 reseñas de usuarios,Mayormente positivas,RV-Exploración-Disparos-FPS-Buena trama
Temtem: Swarm,Arcade y ritmo-Hack and slash-Matamarcianos-Roguelike,"¿Sobrevivirás al enjambre? Desbloquea habilidades y mejoras, busca y captura Temtem que evolucionar y descubre poderosas estrategias contra enormes jefes en este cielo de balas y supervivencia. Juega a solas, con amigos o en equipos cooperativos de hasta 3 jugadores y crea las sinergias más locas.",https://store.steampowered.com/app/2510960/Temtem_Swarm,"9,75€",,,13 NOV 2024,0,1414 reseñas de usuarios,Muy positivas,Lluvia de balas-Roguelike de acción-Coleccionista de criaturas-Cooperativos en línea
Vampire Survivors,Arcade y ritmo-Casuales-Matamarcianos-Roguelike,"¡Aniquila a miles de criaturas de la noche y sobrevive hasta el amanecer!
 
Vampire Survivors es un juego casual de terror gótico con elementos «roguelite» donde tus decisiones te permitirán aumentar tu poder exponencialmente mientras luchas contra cientos de monstruos.",https://store.steampowered.com/app/1794680/Vampire_Survivors,"4,99€",,,20 OCT 2022,0,235.419 reseñas de usuarios,Extremadamente positivas,Roguelike de acción-Lluvia de balas-Pixelados-Roguelite-2D
Need for Speed™ Most Wanted,Arcade y ritmo-Carreras,"Ponte el cinturón, pisa a fondo y sal a liarla.",https://store.steampowered.com/app/1262560/Need_for_Speed_Most_Wanted,"19,99€",,,18 JUN 2020,0,19.498 reseñas de usuarios,Mayormente positivas,Carreras-Multijugador-Mundo abierto-Conducción-Competitivos
HUNTDOWN,Arcade y ritmo-Matamarcianos-Plataforma y corredores,"En un futuro en el que las calles llenas de caos están bajo el control de pandillas y la policía no se atreve a intervenir, solo los cazarrecompensas pueden liberar a la ciudad de la corrupción. Acaba con el bajo mundo criminal en este juego de disparos estilo arcade cargado de acción y comedia.",https://store.steampowered.com/app/598550/HUNTDOWN,"3,90€",-80%,"19,50€",12 MAY 2021,0,3346 reseñas de usuarios,Muy positivas,Pixelados-Desplazamiento lateral-Acción-Disparos-Cooperativos locales
Darksiders Genesis,Arcade y ritmo-Hack and slash-Matamarcianos-Rol de acción-Rol de aventuras,"Por primera vez, conocerás el mundo de DARKSIDERS antes del juego original y al jinete LUCHA.",https://store.steampowered.com/app/710920/Darksiders_Genesis,"7,49€",-75%,"29,99€",5 DIC 2019,0,9214 reseñas de usuarios,Muy positivas,Acción-Aventura-Cooperativos-Hack and slash-Cooperativos locales
Metal: Hellsinger,Arcade y ritmo-Disparos en primera persona,"Mata a ritmo de metal y venganza en una travesía infernal por los Ocho Infiernos. Que le teman al ritmo. Metal: Hellsinger es un FPS rítmico repleto de demonios, armas brutales y música heavy metal.",https://store.steampowered.com/app/1061910/Metal_Hellsinger,"8,99€",-70%,"29,99€",15 SEPT 2022,0,12.844 reseñas de usuarios,Extremadamente positivas,Ritmo-FPS-Ambientales-Un jugador-Música
Roboquest,Arcade y ritmo-Disparos en primera persona-Matamarcianos-Roguelike,"Roboquest es un veloz Roguelite FPS en un futuro desértico. Eres un Guardián reiniciado, ¡listo para patear unos culos metálicos!
Lucha con tu amigo o tú solo y aniquila hordas de letales bots en entornos ultra-dinámicos.",https://store.steampowered.com/app/692890/Roboquest,"24,99€",,,7 NOV 2023,0,16.270 reseñas de usuarios,Extremadamente positivas,FPS-Roguelike de acción-Roguelite-Disparos-Cooperativos en línea
Street Fighter™ 6,Arcade y ritmo-Lucha y artes marciales,"¡Aquí llega el peso pesado de Capcom! Street Fighter™ 6 sale a la venta en todo el mundo el 2 de junio de 2023, ¡y trae consigo una nueva evolución de la saga Street Fighter™! Street Fighter 6 incluye tres modos de juego: World Tour, Fighting Ground y Battle Hub.",https://store.steampowered.com/app/1364780/Street_Fighter_6,"59,99€",,,2 JUN 2023,0,34.117 reseñas de usuarios,Muy positivas,Luchador en 2D-Lucha-Personalización de personajes-Arcade-Acción
Make Way,Arcade y ritmo-Carreras-Casuales,"Acelera por los bucles, pasa volando por los cruces de tren, derrapa alrededor de toboganes en espiral y saca a relucir tu descabellado armamento en esta versión moderna del clásico juego de carreras multijugador con desplazamiento vertical de arriba abajo. ¿La novedad? Tú construyes la pista.",https://store.steampowered.com/app/1445790/Make_Way,"14,99€",,,4 DIC 2023,0,927 reseñas de usuarios,Muy positivas,Multijugador local-Multijugador-Grupo-Carreras-JcJ
THE HOUSE OF THE DEAD: Remake,Arcade y ritmo-Disparos en primera persona,THE HOUSE OF THE DEAD: Remake es la nueva versión del juego lanzado en 1997 para máquinas recreativas. El juego de disparos clásico «sobre raíles» recibe un montón de mejoras y cambios en la forma de jugar para adaptarlo a los estándares de juego modernos.,https://store.steampowered.com/app/1694600/THE_HOUSE_OF_THE_DEAD_Remake,"24,99€",,,28 ABR 2022,0,2062 reseñas de usuarios,Variadas,Acción-Disparos sobre raíles-Disparos-Primera persona-Zombis
TEKKEN 8,Arcade y ritmo-Casuales-Lucha y artes marciales,Prepárate para el próximo capítulo de la legendaria franquicia del juego de lucha: TEKKEN 8.,https://store.steampowered.com/app/1778820/TEKKEN_8,"69,99€",,,26 ENE 2024,0,30.008 reseñas de usuarios,Mayormente positivas,Lucha-Luchador en 3D-Acción-Multijugador-Multijugador local
The Last Stand: Aftermath,Arcade y ritmo-Matamarcianos-Roguelike,"De los creadores de The Last Stand: Union City y Dead Zone llega un nuevo juego de aventuras y acción rogue-lite de un jugador. Tras infectarte del virus zombi, partes para explorar el posapocalipsis en busca de esperanza para los demás supervivientes. Aún puedes marcar la diferencia. No te rindas.",https://store.steampowered.com/app/1266840/The_Last_Stand_Aftermath,"24,50€",,,16 NOV 2021,0,5376 reseñas de usuarios,Muy positivas,Zombis-Supervivencia-Posapocalípticos-Muerte desde arriba-Roguelite
Halls of Torment,Arcade y ritmo-Hack and slash-Matamarcianos-Roguelike-Rol de acción,"Aniquila hordas de monstruos en este roguelite de supervivencia. Desciende a las Salas del Tormento, donde te esperan los señores del inframundo. Encuentra tesoros, artefactos mágicos y todo un elenco de personajes con el poder de derrotar a las aberraciones del más allá. ¿Cuánto aguantarás?",https://store.steampowered.com/app/2218750/Halls_of_Torment,"4,99€",-25%,"6,66€",24 SEPT 2024,0,27.518 reseñas de usuarios,Extremadamente positivas,Roguelike de acción-Roguelite-Lluvia de balas-Pixelados-Rol de acción
I Am Legion: Stand Survivors,Arcade y ritmo-Matamarcianos-Roguelike-Rol de acción,"¡Pelea con sustitutos! Disfruta arrasando enemigos, síntesis, desbloquea personajes y equipo, explora sustitutos únicas y estilo de combate. ¡Lucha hasta el final!",https://store.steampowered.com/app/3109580/I_Am_Legion_Stand_Survivors,"8,79€",,,7 MAR 2025,0,1182 reseñas de usuarios,Muy positivas,Roguelike de acción-Lluvia de balas-Pixelados-Acción-Roguelite
Hero Siege - Stormweaver,Arcade y ritmo-Hack and slash-Matamarcianos-Roguelike-Rol de acción-Rol de aventuras,"The Stormweaver commands the tempestuous power of thunder and lightning, shocking through the undead with electrifying grace. With each crack of thunder and flash of lightning she leaves the battlefields full of steaming ash.",https://store.steampowered.com/app/2799870/Hero_Siege__Stormweaver,"3,89€",-50%,"7,79€",22 MAR 2024,0,16 reseñas de usuarios,Positivas,Rol-Rol de acción-Pixelados-Hack and slash-Roguelike de acción
Crypt of the NecroDancer: SYNCHRONY,Arcade y ritmo-Roguelike,"¡Crypt of the NecroDancer: Synchrony es un paquete enorme de contenido nuevo para Crypt of the NecroDancer! Añade un modo multijugador en línea (cooperativo y competitivo), tres nuevos personajes, compatibilidad completa con mods, objetos nuevos, enemigos, trampas y más.",https://store.steampowered.com/app/2094810/Crypt_of_the_NecroDancer_SYNCHRONY,"5,16€",-25%,"6,89€",14 MAR 2024,0,207 reseñas de usuarios,Muy positivas,Acción-Indie-Rol-Multijugador-Ritmo
Just Shapes & Beats,Arcade y ritmo-Matamarcianos,"Just Shapes & Beats es un bullet-hell musical, cooperativo y caótico basado en tres aspectos sencillos: esquiva las formas, muévete siguiendo el increíble ritmo y muere, sin parar.",https://store.steampowered.com/app/531510/Just_Shapes__Beats,"10,19€",-40%,"16,99€",31 MAY 2018,0,19.460 reseñas de usuarios,Extremadamente positivas,Ritmo-Gran banda sonora-Música-Lluvia de balas-Difíciles
Captain Tsubasa: Rise of New Champions,Arcade y ritmo-Casuales-Deportes de equipo-Deportes y carreras,"Captain Tsubasa: Rise of New Champions es un juego de fútbol de recreativas novedoso para el género, pero con la acción trepidante y los tiros imposibles que hicieron famosa a la franquicia. 

Desafía las leyes del fútbol
Conviértete en una leyenda",https://store.steampowered.com/app/1163550/Captain_Tsubasa_Rise_of_New_Champions,"39,99€",,,29 SEPT 2020,0,4155 reseñas de usuarios,Mayormente positivas,Anime-Deportes-Fútbol-Rol-Multijugador
Soulstone Survivors,Arcade y ritmo-Matamarcianos-Roguelike-Rol de acción,"Enfréntate a los Señores del Vacío y a sus interminables secuaces, recoge sus Piedras del Alma, ¡y conviértete en un dios! En este juego de acción roguelite, descubre hechizos secretos, crea poderosas armas, desbloquea múltiples personajes y descubre combinaciones que lo cambiarán todo.",https://store.steampowered.com/app/2066020/Soulstone_Survivors,"9,99€",,,7 NOV 2022,0,20.274 reseñas de usuarios,Muy positivas,Roguelike de acción-Lluvia de balas-Acceso anticipado-Roguelite-Rol de acción
Metal: Hellsinger VR,Arcade y ritmo-Disparos en primera persona,Mata a todo ritmo  mientras la galardonada música de Metal: Hellsinger VR resuena en tu cuerpo. Experimenta el exitoso FPS rítmico como nunca antes y deja que la música fluya por tus venas. Enséñales a los Infiernos el significado del metal.,https://store.steampowered.com/app/2878270/Metal_Hellsinger_VR,"19,79€",-34%,"29,99€",3 OCT 2024,0,71 reseñas de usuarios,Mayormente positivas,FPS-Ritmo-RV-Demonios-Acción y aventura
artesanía mágica Magicraft,Arcade y ritmo-Cartas y mesa-Matamarcianos-Roguelike-Rol de aventuras,"""Magicraft"" is a Roguelike game that uses a variety of spells to match unimaginable spell effects, and the construction of ultra-high degrees of freedom cannot even be exhausted by developers.",https://store.steampowered.com/app/2103140/artesania_magica_Magicraft,"15,79€",,,2 NOV 2024,0,11.647 reseñas de usuarios,Muy positivas,Roguelike de acción-Roguelite-Disparos y botín-Lluvia de balas-Roguelike
Amazing Frog? 2,Arcade y ritmo-Plataforma y corredores,"Amazing Frog? 2 is the next generation of Amazing Frog? A Hardcore Parkour, open world buffet of bonkers physics sandbox ...ness.",https://store.steampowered.com/app/1559680/Amazing_Frog_2,"19,50€",,,16 JUN 2022,0,633 reseñas de usuarios,Mayormente positivas,Mundo abierto-4 jugadores en modo local-Sandbox-Multijugador local
Rogue : Genesia,Arcade y ritmo-Matamarcianos-Roguelike,"Adéntrate en un nuevo mundo y acaba con los enemigos que lo amenazan.nRogue: Genesia es un roguelite de acción en el que tendrás que enfrentarte a implacables hordas de cientos o miles de enemigos, abrirte camino entre sus filas, derrotar a su jefe y salvar a uno de los muchos mundos existentes.",https://store.steampowered.com/app/2067920/Rogue__Genesia,"14,79€",,,7 MAR 2025,0,6706 reseñas de usuarios,Muy positivas,Roguelike de acción-Lluvia de balas-Roguelite-Disparos con doble stick-Arcade
MULLET MADJACK,Arcade y ritmo-Disparos en primera persona,MULLET MAD JACK es un juego de disparos FRENÉTICO en primera persona y para un solo jugador en el que te encontrarás dentro de un ANIME CLÁSICO. Perfecciona tu personaje hasta llegar al último piso: consigue tu mejor tiempo o inténtalo de nuevo. ¡Aquí la prisa será tu aliada!,https://store.steampowered.com/app/2111190/MULLET_MADJACK,"19,95€",,,15 MAY 2024,0,6143 reseñas de usuarios,Extremadamente positivas,FPS-De ritmo rápido-Disparos clásicos-Arcade-Acción
Jotunnslayer: Hordes of Hel,Arcade y ritmo-Casuales-Matamarcianos-Roguelike-Rol de acción,"Hordes of Hel es un juego de supervivencia de hordas roguelike ambientado en los reinos oscuros de la mitología nórdica. Enfréntate a oleadas de enemigos para obtener bendiciones divinas, explora mundos hostiles y lucha contra jefes. ¡Conviértete en casi un dios en la batalla definitiva!",https://store.steampowered.com/app/2820820/Jotunnslayer_Hordes_of_Hel,"9,99€",,,21 ENE 2025,0,3199 reseñas de usuarios,Muy positivas,Indie-Roguelike de acción-Lluvia de balas-Roguelite-Acción
Hero Siege - Exo Class,Arcade y ritmo-Hack and slash-Matamarcianos-Roguelike-Rol de acción,"The Prophet of the sun and moon. She embodies the celestial duality of light and darkness, inflicting freezing cold damage and burning her enemies to cinders. She can control the power of the solar system leaving behind a trail of absolute destruction.",https://store.steampowered.com/app/2556720/Hero_Siege__Exo_Class,"3,89€",-50%,"7,79€",2 OCT 2023,0,10 reseñas de usuarios,Positivas,Rol-Rol de acción-Pixelados-Hack and slash-Roguelike de acción
Minecraft Dungeons,Arcade y ritmo-Hack and slash-Rol de acción,¡Ábrete camino luchando en un juego de aventura y acción emocionante inspirado en los juegos de mazmorras clásicos y ambientado en el universo de Minecraft!,https://store.steampowered.com/app/1672970/Minecraft_Dungeons,"19,99€",,,22 SEPT 2021,0,12.236 reseñas de usuarios,Muy positivas,Exploración de mazmorras-Hack and slash-Aventura-Acción-Rol
"Guns, Gore & Cannoli",Arcade y ritmo-Matamarcianos-Plataforma y corredores,"Guns, Gore & Cannoli – Un juego de acción desbordante, cómico y vertiginoso con gráficos dibujados a mano ambientado en los Locos Años Veinte. Un festival de disparar a todo lo que se mueve en el que encarnas a Vinnie, un mafioso con una misión en una ciudad controlada por gánsteres y plagada de zombis. Cuenta con la función de partida cooperativa local para un máximo de 4 jugadores.",https://store.steampowered.com/app/322210/Guns_Gore__Cannoli,"9,99€",,,30 ABR 2015,0,3233 reseñas de usuarios,Muy positivas,Acción-Desplazamiento lateral-2D-Cooperativos-Sangriento
NieR Replicant™ ver.1.22474487139...,Arcade y ritmo-Hack and slash-Matamarcianos-Rol japonés,"La precuela mejorada de NieR:Automata. Un bondadoso joven parte en compañía de Grimoire Weiss, un extraño libro parlante, en busca de los Versos sellados para salvar a su hermana Yonah, enferma de necrosis rúnica.",https://store.steampowered.com/app/1113560/NieR_Replicant_ver122474487139,"59,99€",,,23 ABR 2021,0,18.925 reseñas de usuarios,Muy positivas,Gran banda sonora-Buena trama-Acción-Rol-Rol japonés
Scott Pilgrim vs. The World™: The Game – Complete Edition,Arcade y ritmo-Lucha y artes marciales-Plataforma y corredores,¡Redescubre el querido beat 'em up arcade en 2D inspirado en los emblemáticos cómics y la película de Scott Pilgrim contra el mundo!,https://store.steampowered.com/app/2215260/Scott_Pilgrim_vs_The_World_The_Game__Complete_Edition,"14,99€",,,5 ENE 2023,0,2650 reseñas de usuarios,Mayormente positivas,Acción-Peleas callejeras-Aventura-Cooperativos en línea-Multijugador
UBERMOSH,Arcade y ritmo-Matamarcianos,"UBERMOSH is an arcade game about cutting bullets with a sword, in a gun-filled cyberpunk mosh pit.",https://store.steampowered.com/app/357070/UBERMOSH,"0,99€",,,13 AGO 2015,0,3380 reseñas de usuarios,Muy positivas,Ciberpunk-Pixelados-Acción-Gran banda sonora-Indie
Hero Siege - Extra Inventory & Stash Space,Arcade y ritmo-Hack and slash-Matamarcianos-Roguelike-Rol de acción,+1 Stash and Inventory Tab,https://store.steampowered.com/app/998550/Hero_Siege__Extra_Inventory__Stash_Space,"3,44€",-50%,"6,89€",24 JUL 2019,0,59 reseñas de usuarios,Variadas,Rol-Rol de acción-Pixelados-Hack and slash-Roguelike de acción
Hero Siege - Plague Doctor Class,Arcade y ritmo-Hack and slash-Matamarcianos-Roguelike-Rol de acción,Plague Doctor Class for Hero Siege. Bring de plague to de lands of Tarethiel!,https://store.steampowered.com/app/987730/Hero_Siege__Plague_Doctor_Class,"2,49€",-50%,"4,99€",13 DIC 2018,0,55 reseñas de usuarios,Muy positivas,Rol-Rol de acción-Pixelados-Hack and slash-Roguelike de acción
Brotato: Abyssal Terrors,Arcade y ritmo-Casuales-Hack and slash-Matamarcianos-Roguelike,Brotato es un roguelite de disparos en el que te moverás de arriba abajo del escenario. Encarna a una patata con 6 armas simultáneas para hacer frente a los alienígenas. Elige entre una variedad de características y objetos para crear combinaciones únicas y sobrevivir hasta que acudan los refuerzos.,https://store.steampowered.com/app/2868390/Brotato_Abyssal_Terrors,"3,99€",,,25 OCT 2024,0,1895 reseñas de usuarios,Variadas,Un jugador-Roguelike-Roguelike de acción-Ciencia ficción-Supervivencia
Metal Slug: Awakening,Arcade y ritmo-Casuales-Lucha y artes marciales-Matamarcianos-Plataforma y corredores,"Metal Slug: Awakening continúa con la jugabilidad clásica amada por los fans, con nuevas y emocionantes características como Aventura Mundial, partidas en equipo de tres jugadores y desafíos Roguelike. ¡Únete en línea con tus colegas para enfrentarte a poderosos jefes en cualquier momento y lugar!",https://store.steampowered.com/app/2963870/Metal_Slug_Awakening,0€,,,19 JUL 2024,0,3089 reseñas de usuarios,Variadas,Matamarcianos-Plataformas 2D-Arcade-Disparos con doble stick-Peleas callejeras
Micro Machines: Mini Challenge Mayhem,Arcade y ritmo-Carreras,"Pon a prueba los Micro Machines con pistas imposibles, acrobacias y una velocidad de vértigo en un juego de construcción de pistas y carreras. Crea pistas, atraviesa circuitos, haz acrobacias y acelera para derribar escenarios destructibles. ¡Hazlo en tu propia casa gracias a la realidad mixta!",https://store.steampowered.com/app/2596330/Micro_Machines_Mini_Challenge_Mayhem,"11,83€",-20%,"14,79€",4 ENE 2024,0,,,Carreras-Acción-Construcción-RV-Conducción
Crab Champions,Arcade y ritmo-Casuales-Disparos en tercera persona-Matamarcianos-Plataforma y corredores-Roguelike,Claw your way across exotic islands combining fluid movement with fast paced combat to become a Crab Champion in this third person roguelike shooter.,https://store.steampowered.com/app/774801/Crab_Champions,"6,99€",-30%,"9,99€",1 ABR 2023,0,22.221 reseñas de usuarios,Extremadamente positivas,Roguelike de acción-Banda sonora-Disparos y botín-Arcade-Roguelike
GUILTY GEAR Xrd REV 2,Arcade y ritmo-Lucha y artes marciales,"Astonishing 3D cell animations and overwhelming content volume, the next-generation fighting game ""GUILTY GEAR Xrd REV 2"" is now out on Steam! Total cast of 25 unique characters, and tons of game modes, get ready to ROCK!",https://store.steampowered.com/app/520440/GUILTY_GEAR_Xrd_REV_2,"9,23€",-67%,"27,99€",14 DIC 2016,0,7548 reseñas de usuarios,Muy positivas,Lucha-Anime-Luchador en 2D-Gran banda sonora-Acción
Vampire Survivors: Ode to Castlevania,Arcade y ritmo-Casuales-Matamarcianos-Roguelike,Todo el mundo ha llegado a Vampire Survivors: Ode to Castlevania,https://store.steampowered.com/app/3210350/Vampire_Survivors_Ode_to_Castlevania,"3,99€",,,31 OCT 2024,0,1535 reseñas de usuarios,Extremadamente positivas,Roguelike de acción-Lluvia de balas-Pixelados-Roguelite-Indie
Hero Siege - Shield Lancer Class,Arcade y ritmo-Hack and slash-Matamarcianos-Roguelike-Rol de acción,Protect the innocent and charge to a glorious victory with The Shield Lancer class!,https://store.steampowered.com/app/1058390/Hero_Siege__Shield_Lancer_Class,"2,94€",-50%,"5,89€",24 JUL 2019,0,28 reseñas de usuarios,Variadas,Rol-Rol de acción-Pixelados-Hack and slash-Roguelike de acción
Risk of Rain Returns,Arcade y ritmo-Roguelike,"¡Risk of Rain ha vuelto, y mejor que nunca! Con un diseño cuidado, una remasterización
excelente y nuevos modos de juego. Sumérgete en el icónico roguelike, lleno de
combinaciones de botín únicas, nuevos supervivientes, con un multijugador renovado,
lo mejor de Risk of Rain 2 ¡y mucho más!",https://store.steampowered.com/app/1337520/Risk_of_Rain_Returns,"11,24€",-25%,"14,99€",8 NOV 2023,0,24.036 reseñas de usuarios,Muy positivas,Roguelike de acción-Cooperativos en línea-Multijugador-2D-JcE
Need for Speed™ Heat,Arcade y ritmo-Carreras-Deportes y carreras,"No pares por el día y arriésgalo todo por la noche en Need for Speed™ Heat Deluxe Edition, un juego de carreras callejeras dinámico donde los límites de la ley se desvanecen cuando empieza a anochecer.",https://store.steampowered.com/app/1222680/Need_for_Speed_Heat,"69,99€",,,4 JUN 2020,0,106.080 reseñas de usuarios,Muy positivas,Carreras-Multijugador-Mundo abierto-Conducción-Acción
Hero Siege - Marauder Class,Arcade y ritmo-Hack and slash-Matamarcianos-Roguelike-Rol de acción,"Marauder is a semi-ranged class that uses chains, bombs and a flail to demolish it's enemies",https://store.steampowered.com/app/771890/Hero_Siege__Marauder_Class,"2,94€",-50%,"5,89€",31 ENE 2018,0,30 reseñas de usuarios,Variadas,Rol-Rol de acción-Pixelados-Hack and slash-Roguelike de acción
Sifu,Arcade y ritmo-Lucha y artes marciales-Roguelike,Sifu es un juego de lucha realista en tercera persona con cuidadas mecánicas de combate kung-fu y artes marciales cinematográficas que te conducirá por el camino de la venganza.,https://store.steampowered.com/app/2138710/Sifu,"39,99€",,,28 MAR 2023,0,14.757 reseñas de usuarios,Muy positivas,Acción-Artes marciales-Difíciles-Peleas callejeras-Tercera persona
Death From Above,Arcade y ritmo-Espacio y vuelo,"En Death from Above, serás un operador de drones ucraniano que lucha contra las fuerzas de ocupación rusas. Oculto tras las líneas enemigas, controlarás un ""superdrón"" con el que destruirás tanques, recuperarás torres de comunicación y objetos robados y lucharás por un futuro mejor. ¡Slava Ukraini!",https://store.steampowered.com/app/2300160/Death_From_Above,"9,75€",,,22 FEB 2024,0,419 reseñas de usuarios,Muy positivas,Combate-Tácticos-Bélicos-Parodias-Acción
Drakkar Crew,Arcade y ritmo-Lucha y artes marciales-Plataforma y corredores,"¡Ey novato, sube a bordo! ¡Nos dirigimos hacia la aventura a través del Mar del Norte en nuestro confiable barco vikingo! ¡Elige uno de los carismáticos personajes, contrata algunos guerreros y participa en batallas sangrientas!",https://store.steampowered.com/app/879050/Drakkar_Crew,"9,75€",,,28 JUN 2024,0,118 reseñas de usuarios,Muy positivas,Vikingos-Peleas callejeras-Acción-Rol-Mundo abierto
Everhood 2,Arcade y ritmo-Rol japonés,AN UNCONVENTIONAL ARPG where you battle enemies through musical encounters while being accompanied by a raven who promises to retrieve your voice if you slay the mighty Mind Dragon!,https://store.steampowered.com/app/1984020/Everhood_2,"19,50€",,,4 MAR 2025,0,1574 reseñas de usuarios,Mayormente positivas,Psicodélicos-Música-Indie-Buena trama-2D
